"Twilight","Rise","Deleted","Marker","Inserted","Twilight3","Marker3"
2011-06-11 00:18:30,FALSE,FALSE,0,FALSE,2011-06-11 00:19:30,0
2011-06-11 08:51:30,TRUE,FALSE,0,FALSE,2011-06-11 08:51:30,0
2011-06-11 23:58:30,FALSE,FALSE,0,FALSE,2011-06-11 23:59:30,0
2011-06-12 08:53:30,TRUE,FALSE,0,FALSE,2011-06-12 08:53:30,0
2011-06-13 00:26:30,FALSE,FALSE,0,FALSE,2011-06-13 00:27:30,0
2011-06-13 08:45:43,TRUE,FALSE,0,FALSE,2011-06-13 08:45:43,0
2011-06-14 00:12:18,FALSE,FALSE,0,FALSE,2011-06-14 00:13:18,0
2011-06-14 08:44:30,TRUE,FALSE,0,FALSE,2011-06-14 08:44:30,0
2011-06-15 00:26:30,FALSE,FALSE,0,FALSE,2011-06-15 00:27:30,0
2011-06-15 08:36:30,TRUE,FALSE,0,FALSE,2011-06-15 08:36:30,0
2011-06-16 00:30:30,FALSE,FALSE,0,FALSE,2011-06-16 00:31:30,0
2011-06-16 08:35:30,TRUE,FALSE,0,FALSE,2011-06-16 08:35:30,0
2011-06-17 00:32:30,FALSE,FALSE,0,FALSE,2011-06-17 00:33:30,0
2011-06-17 08:35:30,TRUE,FALSE,0,FALSE,2011-06-17 08:35:30,0
2011-06-18 00:13:50,FALSE,FALSE,0,FALSE,2011-06-18 00:14:50,0
2011-06-18 08:37:30,TRUE,FALSE,0,FALSE,2011-06-18 08:37:30,0
2011-06-19 00:39:30,FALSE,FALSE,0,FALSE,2011-06-19 00:40:30,0
2011-06-19 08:35:30,TRUE,FALSE,0,FALSE,2011-06-19 08:35:30,0
2011-06-20 00:40:30,FALSE,FALSE,0,FALSE,2011-06-20 00:41:30,0
2011-06-20 08:31:30,TRUE,FALSE,0,FALSE,2011-06-20 08:31:30,0
2011-06-21 00:42:30,FALSE,FALSE,0,FALSE,2011-06-21 00:43:30,0
2011-06-21 08:30:30,TRUE,FALSE,0,FALSE,2011-06-21 08:30:30,0
2011-06-22 00:31:30,FALSE,FALSE,0,FALSE,2011-06-22 00:32:30,0
2011-06-22 08:31:30,TRUE,FALSE,0,FALSE,2011-06-22 08:31:30,0
2011-06-23 00:34:26,FALSE,FALSE,0,FALSE,2011-06-23 00:35:26,0
2011-06-23 08:49:30,TRUE,FALSE,0,FALSE,2011-06-23 08:49:30,0
2011-06-24 00:18:26,FALSE,FALSE,0,FALSE,2011-06-24 00:19:26,0
2011-06-24 08:50:10,TRUE,FALSE,0,FALSE,2011-06-24 08:50:10,0
2011-06-24 23:53:50,FALSE,FALSE,0,FALSE,2011-06-24 23:54:50,0
2011-06-25 08:43:30,TRUE,FALSE,0,FALSE,2011-06-25 08:43:30,0
2011-06-26 00:16:06,FALSE,FALSE,0,FALSE,2011-06-26 00:17:06,0
2011-06-26 08:35:30,TRUE,FALSE,0,FALSE,2011-06-26 08:35:30,0
2011-06-27 00:28:30,FALSE,FALSE,0,FALSE,2011-06-27 00:29:30,0
2011-06-27 08:33:30,TRUE,FALSE,0,FALSE,2011-06-27 08:33:30,0
2011-06-28 00:34:30,FALSE,FALSE,0,FALSE,2011-06-28 00:35:30,0
2011-06-28 08:39:45,TRUE,FALSE,0,FALSE,2011-06-28 08:39:45,0
2011-06-29 00:32:30,FALSE,FALSE,0,FALSE,2011-06-29 00:33:30,0
2011-06-29 08:50:30,TRUE,FALSE,0,FALSE,2011-06-29 08:50:30,0
2011-06-30 00:38:12,FALSE,FALSE,0,FALSE,2011-06-30 00:39:12,0
2011-06-30 08:48:10,TRUE,FALSE,0,FALSE,2011-06-30 08:48:10,0
2011-07-01 00:38:00,FALSE,FALSE,0,FALSE,2011-07-01 00:39:00,0
2011-07-01 08:37:30,TRUE,FALSE,0,FALSE,2011-07-01 08:37:30,0
2011-07-02 00:33:30,FALSE,FALSE,0,FALSE,2011-07-02 00:34:30,0
2011-07-02 08:34:30,TRUE,FALSE,0,FALSE,2011-07-02 08:34:30,0
2011-07-03 00:35:50,FALSE,FALSE,0,FALSE,2011-07-03 00:36:50,0
2011-07-03 08:41:30,TRUE,FALSE,0,FALSE,2011-07-03 08:41:30,0
2011-07-04 00:10:06,FALSE,FALSE,0,FALSE,2011-07-04 00:11:06,0
2011-07-04 08:38:30,TRUE,FALSE,0,FALSE,2011-07-04 08:38:30,0
2011-07-05 00:28:30,FALSE,FALSE,0,FALSE,2011-07-05 00:29:30,0
2011-07-05 08:46:00,TRUE,FALSE,0,FALSE,2011-07-05 08:46:00,0
2011-07-06 00:38:30,FALSE,FALSE,0,FALSE,2011-07-06 00:39:30,0
2011-07-06 08:45:38,TRUE,FALSE,0,FALSE,2011-07-06 08:45:38,0
2011-07-07 00:29:30,FALSE,FALSE,0,FALSE,2011-07-07 00:30:30,0
2011-07-07 08:47:50,TRUE,FALSE,0,FALSE,2011-07-07 08:47:50,0
2011-07-08 00:26:30,FALSE,FALSE,0,FALSE,2011-07-08 00:27:30,0
2011-07-08 08:49:30,TRUE,FALSE,0,FALSE,2011-07-08 08:49:30,0
2011-07-09 00:31:30,FALSE,FALSE,0,FALSE,2011-07-09 00:32:30,0
2011-07-09 08:53:45,TRUE,FALSE,0,FALSE,2011-07-09 08:53:45,0
2011-07-10 00:28:30,FALSE,FALSE,0,FALSE,2011-07-10 00:29:30,0
2011-07-10 08:52:10,TRUE,FALSE,0,FALSE,2011-07-10 08:52:10,0
2011-07-11 00:36:30,FALSE,FALSE,0,FALSE,2011-07-11 00:37:30,0
2011-07-11 08:49:50,TRUE,FALSE,0,FALSE,2011-07-11 08:49:50,0
2011-07-12 00:34:30,FALSE,FALSE,0,FALSE,2011-07-12 00:35:30,0
2011-07-12 08:48:30,TRUE,FALSE,0,FALSE,2011-07-12 08:48:30,0
2011-07-13 00:17:30,FALSE,FALSE,0,FALSE,2011-07-13 00:18:30,0
2011-07-13 08:57:30,TRUE,FALSE,0,FALSE,2011-07-13 08:57:30,0
2011-07-14 00:16:30,FALSE,FALSE,0,FALSE,2011-07-14 00:17:30,0
2011-07-14 08:53:50,TRUE,FALSE,0,FALSE,2011-07-14 08:53:50,0
2011-07-15 00:34:30,FALSE,FALSE,0,FALSE,2011-07-15 00:35:30,0
2011-07-15 08:53:37,TRUE,FALSE,0,FALSE,2011-07-15 08:53:37,0
2011-07-16 00:36:30,FALSE,FALSE,0,FALSE,2011-07-16 00:37:30,0
2011-07-16 08:55:43,TRUE,FALSE,0,FALSE,2011-07-16 08:55:43,0
2011-07-17 00:32:30,FALSE,FALSE,0,FALSE,2011-07-17 00:33:30,0
2011-07-17 08:57:36,TRUE,FALSE,0,FALSE,2011-07-17 08:57:36,0
2011-07-18 00:16:30,FALSE,FALSE,0,FALSE,2011-07-18 00:17:30,0
2011-07-18 08:54:00,TRUE,FALSE,0,FALSE,2011-07-18 08:54:00,0
2011-07-19 00:20:10,FALSE,FALSE,0,FALSE,2011-07-19 00:21:10,0
2011-07-19 08:53:30,TRUE,FALSE,0,FALSE,2011-07-19 08:53:30,0
2011-07-20 00:34:30,FALSE,FALSE,0,FALSE,2011-07-20 00:35:30,0
2011-07-20 09:02:00,TRUE,FALSE,0,FALSE,2011-07-20 09:02:00,0
2011-07-21 00:30:06,FALSE,FALSE,0,FALSE,2011-07-21 00:31:06,0
2011-07-21 08:53:30,TRUE,FALSE,0,FALSE,2011-07-21 08:53:30,0
2011-07-22 00:22:30,FALSE,FALSE,0,FALSE,2011-07-22 00:23:30,0
2011-07-22 09:04:30,TRUE,FALSE,0,FALSE,2011-07-22 09:04:30,0
2011-07-23 00:32:00,FALSE,FALSE,0,FALSE,2011-07-23 00:33:00,0
2011-07-23 09:03:30,TRUE,FALSE,0,FALSE,2011-07-23 09:03:30,0
2011-07-24 00:20:30,FALSE,FALSE,0,FALSE,2011-07-24 00:21:30,0
2011-07-24 09:04:30,TRUE,FALSE,0,FALSE,2011-07-24 09:04:30,0
2011-07-25 00:27:30,FALSE,FALSE,0,FALSE,2011-07-25 00:28:30,0
2011-07-25 09:11:43,TRUE,FALSE,0,FALSE,2011-07-25 09:11:43,0
2011-07-26 00:12:30,FALSE,FALSE,0,FALSE,2011-07-26 00:13:30,0
2011-07-26 09:27:30,TRUE,FALSE,0,FALSE,2011-07-26 09:27:30,0
2011-07-27 00:22:30,FALSE,FALSE,0,FALSE,2011-07-27 00:23:30,0
2011-07-27 09:15:50,TRUE,FALSE,0,FALSE,2011-07-27 09:15:50,0
2011-07-28 00:24:30,FALSE,FALSE,0,FALSE,2011-07-28 00:25:30,0
2011-07-28 09:21:30,TRUE,FALSE,0,FALSE,2011-07-28 09:21:30,0
2011-07-29 00:21:30,FALSE,FALSE,0,FALSE,2011-07-29 00:22:30,0
2011-07-29 09:21:50,TRUE,FALSE,0,FALSE,2011-07-29 09:21:50,0
2011-07-30 00:14:30,FALSE,FALSE,0,FALSE,2011-07-30 00:15:30,0
2011-07-30 09:21:30,TRUE,FALSE,0,FALSE,2011-07-30 09:21:30,0
2011-07-31 00:22:30,FALSE,FALSE,0,FALSE,2011-07-31 00:23:30,0
2011-07-31 09:25:30,TRUE,FALSE,0,FALSE,2011-07-31 09:25:30,0
2011-08-01 00:24:00,FALSE,FALSE,0,FALSE,2011-08-01 00:25:00,0
2011-08-01 09:23:30,TRUE,FALSE,0,FALSE,2011-08-01 09:23:30,0
2011-08-02 00:18:30,FALSE,FALSE,0,FALSE,2011-08-02 00:19:30,0
2011-08-02 09:19:42,TRUE,FALSE,0,FALSE,2011-08-02 09:19:42,0
2011-08-03 00:16:30,FALSE,FALSE,0,FALSE,2011-08-03 00:17:30,0
2011-08-03 09:28:30,TRUE,FALSE,0,FALSE,2011-08-03 09:28:30,0
2011-08-04 00:10:10,FALSE,FALSE,0,FALSE,2011-08-04 00:11:10,0
2011-08-04 09:27:45,TRUE,FALSE,0,FALSE,2011-08-04 09:27:45,0
2011-08-05 00:14:30,FALSE,FALSE,0,FALSE,2011-08-05 00:15:30,0
2011-08-05 09:31:54,TRUE,FALSE,0,FALSE,2011-08-05 09:31:54,0
2011-08-06 00:16:30,FALSE,FALSE,0,FALSE,2011-08-06 00:17:30,0
2011-08-06 09:30:10,TRUE,FALSE,0,FALSE,2011-08-06 09:30:10,0
2011-08-07 00:06:30,FALSE,FALSE,0,FALSE,2011-08-07 00:07:30,0
2011-08-07 09:29:30,TRUE,FALSE,0,FALSE,2011-08-07 09:29:30,0
2011-08-08 00:18:30,FALSE,FALSE,0,FALSE,2011-08-08 00:19:30,0
2011-08-08 09:27:30,TRUE,FALSE,0,FALSE,2011-08-08 09:27:30,0
2011-08-09 00:02:30,FALSE,FALSE,0,FALSE,2011-08-09 00:03:30,0
2011-08-09 09:33:30,TRUE,FALSE,0,FALSE,2011-08-09 09:33:30,0
2011-08-09 23:52:30,FALSE,FALSE,0,FALSE,2011-08-09 23:53:30,0
2011-08-10 09:37:30,TRUE,FALSE,0,FALSE,2011-08-10 09:37:30,0
2011-08-10 23:56:30,FALSE,FALSE,0,FALSE,2011-08-10 23:57:30,0
2011-08-11 09:29:30,TRUE,FALSE,0,FALSE,2011-08-11 09:29:30,0
2011-08-11 23:56:30,FALSE,FALSE,0,FALSE,2011-08-11 23:57:30,0
2011-08-12 09:30:30,TRUE,FALSE,0,FALSE,2011-08-12 09:30:30,0
2011-08-13 00:00:30,FALSE,FALSE,0,FALSE,2011-08-13 00:01:30,0
2011-08-13 09:38:30,TRUE,FALSE,0,FALSE,2011-08-13 09:38:30,0
2011-08-14 00:00:30,FALSE,FALSE,0,FALSE,2011-08-14 00:01:30,0
2011-08-14 09:31:30,TRUE,FALSE,0,FALSE,2011-08-14 09:31:30,0
2011-08-14 23:49:30,FALSE,FALSE,0,FALSE,2011-08-14 23:50:30,0
2011-08-15 09:35:30,TRUE,FALSE,0,FALSE,2011-08-15 09:35:30,0
2011-08-15 23:44:30,FALSE,FALSE,0,FALSE,2011-08-15 23:45:30,0
2011-08-16 09:55:30,TRUE,FALSE,0,FALSE,2011-08-16 09:55:30,0
2011-08-16 23:56:30,FALSE,FALSE,0,FALSE,2011-08-16 23:57:30,0
2011-08-17 09:47:43,TRUE,FALSE,0,FALSE,2011-08-17 09:47:43,0
2011-08-17 23:54:30,FALSE,FALSE,0,FALSE,2011-08-17 23:55:30,0
2011-08-18 09:44:10,TRUE,FALSE,0,FALSE,2011-08-18 09:44:10,0
2011-08-18 23:46:30,FALSE,FALSE,0,FALSE,2011-08-18 23:47:30,0
2011-08-19 09:43:30,TRUE,FALSE,0,FALSE,2011-08-19 09:43:30,0
2011-08-19 23:50:12,FALSE,FALSE,0,FALSE,2011-08-19 23:51:12,0
2011-08-20 09:41:30,TRUE,FALSE,0,FALSE,2011-08-20 09:41:30,0
2011-08-20 23:50:10,FALSE,FALSE,0,FALSE,2011-08-20 23:51:10,0
2011-08-21 09:51:30,TRUE,FALSE,0,FALSE,2011-08-21 09:51:30,0
2011-08-21 23:20:30,FALSE,FALSE,0,FALSE,2011-08-21 23:21:30,0
2011-08-22 09:37:30,TRUE,FALSE,0,FALSE,2011-08-22 09:37:30,0
2011-08-22 23:50:30,FALSE,FALSE,0,FALSE,2011-08-22 23:51:30,0
2011-08-23 09:46:10,TRUE,FALSE,0,FALSE,2011-08-23 09:46:10,0
2011-08-23 23:45:30,FALSE,FALSE,0,FALSE,2011-08-23 23:46:30,0
2011-08-24 09:46:30,TRUE,FALSE,0,FALSE,2011-08-24 09:46:30,0
2011-08-24 23:47:30,FALSE,FALSE,0,FALSE,2011-08-24 23:48:30,0
2011-08-25 09:47:30,TRUE,FALSE,0,FALSE,2011-08-25 09:47:30,0
2011-08-25 23:44:30,FALSE,FALSE,0,FALSE,2011-08-25 23:45:30,0
2011-08-26 09:51:30,TRUE,FALSE,0,FALSE,2011-08-26 09:51:30,0
2011-08-26 23:46:30,FALSE,FALSE,0,FALSE,2011-08-26 23:47:30,0
2011-08-27 09:47:30,TRUE,FALSE,0,FALSE,2011-08-27 09:47:30,0
2011-08-27 23:43:30,FALSE,FALSE,0,FALSE,2011-08-27 23:44:30,0
2011-08-28 09:51:30,TRUE,FALSE,0,FALSE,2011-08-28 09:51:30,0
2011-08-28 23:11:30,FALSE,FALSE,0,FALSE,2011-08-28 23:12:30,0
2011-08-29 09:53:39,TRUE,FALSE,0,FALSE,2011-08-29 09:53:39,0
2011-08-29 23:38:30,FALSE,FALSE,0,FALSE,2011-08-29 23:39:30,0
2011-08-30 09:53:30,TRUE,FALSE,0,FALSE,2011-08-30 09:53:30,0
2011-08-30 23:22:06,FALSE,FALSE,0,FALSE,2011-08-30 23:23:06,0
2011-08-31 09:51:45,TRUE,FALSE,0,FALSE,2011-08-31 09:51:45,0
2011-08-31 23:30:30,FALSE,FALSE,0,FALSE,2011-08-31 23:31:30,0
2011-09-01 09:48:10,TRUE,FALSE,0,FALSE,2011-09-01 09:48:10,0
2011-09-01 23:26:00,FALSE,FALSE,0,FALSE,2011-09-01 23:27:00,0
2011-09-02 09:56:10,TRUE,FALSE,0,FALSE,2011-09-02 09:56:10,0
2011-09-02 23:32:30,FALSE,FALSE,0,FALSE,2011-09-02 23:33:30,0
2011-09-03 09:59:47,TRUE,FALSE,0,FALSE,2011-09-03 09:59:47,0
2011-09-03 23:23:30,FALSE,FALSE,0,FALSE,2011-09-03 23:24:30,0
2011-09-04 09:51:30,TRUE,FALSE,0,FALSE,2011-09-04 09:51:30,0
2011-09-04 23:28:30,FALSE,FALSE,0,FALSE,2011-09-04 23:29:30,0
2011-09-05 10:13:30,TRUE,FALSE,0,FALSE,2011-09-05 10:13:30,0
2011-09-05 23:17:50,FALSE,FALSE,0,FALSE,2011-09-05 23:18:50,0
2011-09-06 10:07:38,TRUE,FALSE,0,FALSE,2011-09-06 10:07:38,0
2011-09-06 23:12:30,FALSE,FALSE,0,FALSE,2011-09-06 23:13:30,0
2011-09-07 10:03:43,TRUE,FALSE,0,FALSE,2011-09-07 10:03:43,0
2011-09-07 23:04:30,FALSE,FALSE,0,FALSE,2011-09-07 23:05:30,0
2011-09-08 10:03:54,TRUE,FALSE,0,FALSE,2011-09-08 10:03:54,0
2011-09-08 23:08:30,FALSE,FALSE,0,FALSE,2011-09-08 23:09:30,0
2011-09-09 10:02:30,TRUE,FALSE,0,FALSE,2011-09-09 10:02:30,0
2011-09-09 23:22:30,FALSE,FALSE,0,FALSE,2011-09-09 23:23:30,0
2011-09-10 09:48:30,TRUE,FALSE,0,FALSE,2011-09-10 09:48:30,0
2011-09-10 23:06:30,FALSE,FALSE,0,FALSE,2011-09-10 23:07:30,0
2011-09-11 09:58:30,TRUE,FALSE,0,FALSE,2011-09-11 09:58:30,0
2011-09-11 23:10:30,FALSE,FALSE,0,FALSE,2011-09-11 23:11:30,0
2011-09-12 09:57:50,TRUE,FALSE,0,FALSE,2011-09-12 09:57:50,0
2011-09-12 23:06:30,FALSE,FALSE,0,FALSE,2011-09-12 23:07:30,0
2011-09-13 09:57:40,TRUE,FALSE,0,FALSE,2011-09-13 09:57:40,0
2011-09-13 23:08:30,FALSE,FALSE,0,FALSE,2011-09-13 23:09:30,0
2011-09-14 09:59:30,TRUE,FALSE,0,FALSE,2011-09-14 09:59:30,0
2011-09-14 23:04:30,FALSE,FALSE,0,FALSE,2011-09-14 23:05:30,0
2011-09-15 10:06:10,TRUE,FALSE,0,FALSE,2011-09-15 10:06:10,0
2011-09-15 22:53:30,FALSE,FALSE,0,FALSE,2011-09-15 22:54:30,0
2011-09-16 10:09:40,TRUE,FALSE,0,FALSE,2011-09-16 10:09:40,0
2011-09-16 23:04:30,FALSE,FALSE,0,FALSE,2011-09-16 23:05:30,0
2011-09-17 10:13:30,TRUE,FALSE,0,FALSE,2011-09-17 10:13:30,0
2011-09-17 23:06:30,FALSE,FALSE,0,FALSE,2011-09-17 23:07:30,0
2011-09-18 10:31:30,TRUE,FALSE,0,FALSE,2011-09-18 10:31:30,0
2011-09-18 23:17:30,FALSE,FALSE,0,FALSE,2011-09-18 23:18:30,0
